Time: 08:50:23.444651| SYSTEM   | Connect events done
Time: 09:00:47.345801| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:00:47.441712| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:00:47.448113| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:00:47.542316| SENSOR   | Servo safran value received: 200.0
Time: 09:00:47.551312| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:00:47.642499| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:00:47.653791| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:00:47.743433| SENSOR   | Servo voile value received: 113.0
Time: 09:00:48.262688| DEBUG    | func: 9| mode: 1| size: 12| data: update (87s)
Time: 09:00:48.346847| LOG      | [INFO]: received: update (87s)
Time: 09:00:48.365443| DEBUG    | func: 6| mode: 1| size: 4| data: 301.2
Time: 09:00:48.448244| SENSOR   | Yaw value received: 301.2
Time: 09:00:48.450212| SYSTEM   | Changed compass orientation
Time: 09:00:48.468615| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:00:48.551786| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:00:48.569960| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:00:48.652923| SENSOR   | Servo voile value received: 150.0
Time: 09:00:48.672724| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:00:48.753718| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:00:48.774857| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:00:48.854382| SENSOR   | Servo safran value received: 103.0
Time: 09:00:49.283090| DEBUG    | func: 9| mode: 1| size: 12| data: update (88s)
Time: 09:00:49.358727| LOG      | [INFO]: received: update (88s)
Time: 09:00:49.387061| DEBUG    | func: 6| mode: 1| size: 4| data: 301.2
Time: 09:00:49.459514| SENSOR   | Yaw value received: 301.2
Time: 09:00:49.461511| SYSTEM   | Changed compass orientation
Time: 09:00:49.488899| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:00:49.562663| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:00:49.591047| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:00:49.663694| SENSOR   | Servo safran value received: 200.0
Time: 09:00:49.694873| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:00:49.764357| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:00:49.798035| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:00:49.865424| SENSOR   | Servo voile value received: 113.0
Time: 09:00:50.405893| DEBUG    | func: 9| mode: 1| size: 12| data: update (89s)
Time: 09:00:50.469123| LOG      | [INFO]: received: update (89s)
Time: 09:00:50.508603| DEBUG    | func: 6| mode: 1| size: 4| data: 301.2
Time: 09:00:50.570207| SENSOR   | Yaw value received: 301.2
Time: 09:00:50.572231| SYSTEM   | Changed compass orientation
Time: 09:00:50.610555| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:00:50.673561| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:00:50.713601| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:00:50.774488| SENSOR   | Servo voile value received: 150.0
Time: 09:00:50.816769| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:00:50.875568| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:00:50.919212| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:00:50.976549| SENSOR   | Servo safran value received: 103.0
Time: 09:00:51.529318| DEBUG    | func: 9| mode: 1| size: 12| data: update (90s)
Time: 09:00:51.581235| LOG      | [INFO]: received: update (90s)
Time: 09:00:51.631808| DEBUG    | func: 6| mode: 1| size: 4| data: 301.2
Time: 09:00:51.682230| SENSOR   | Yaw value received: 301.2
Time: 09:00:51.684228| SYSTEM   | Changed compass orientation
Time: 09:00:51.734588| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:00:51.785435| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:00:51.837063| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:00:51.886427| SENSOR   | Servo safran value received: 200.0
Time: 09:00:51.938946| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:00:51.986549| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:00:52.041704| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:00:52.087302| SENSOR   | Servo voile value received: 113.0
Time: 09:00:52.650663| DEBUG    | func: 9| mode: 1| size: 12| data: update (91s)
Time: 09:00:52.691851| LOG      | [INFO]: received: update (91s)
Time: 09:00:52.753192| DEBUG    | func: 6| mode: 1| size: 4| data: 301.2
Time: 09:00:52.792805| SENSOR   | Yaw value received: 301.2
Time: 09:00:52.794830| SYSTEM   | Changed compass orientation
Time: 09:00:52.854051| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:00:52.895914| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:00:52.957117| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:00:52.996970| SENSOR   | Servo voile value received: 150.0
Time: 09:00:53.058427| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:00:53.097731| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:00:53.160937| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:00:53.198742| SENSOR   | Servo safran value received: 103.0
Time: 09:00:53.770154| DEBUG    | func: 9| mode: 1| size: 12| data: update (93s)
Time: 09:00:53.801963| LOG      | [INFO]: received: update (93s)
Time: 09:00:53.872715| DEBUG    | func: 6| mode: 1| size: 4| data: 301.2
Time: 09:00:53.903609| SENSOR   | Yaw value received: 301.2
Time: 09:00:53.906196| SYSTEM   | Changed compass orientation
Time: 09:00:53.975847| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:00:54.007147| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:00:54.076877| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:00:54.108181| SENSOR   | Servo safran value received: 200.0
Time: 09:00:54.181004| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:00:54.208510| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:00:54.283381| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:00:54.309488| SENSOR   | Servo voile value received: 113.0
Time: 09:00:54.891448| DEBUG    | func: 9| mode: 1| size: 12| data: update (94s)
Time: 09:00:54.913328| LOG      | [INFO]: received: update (94s)
Time: 09:00:54.994536| DEBUG    | func: 6| mode: 1| size: 4| data: 301.2
Time: 09:00:55.014402| SENSOR   | Yaw value received: 301.2
Time: 09:00:55.017398| SYSTEM   | Changed compass orientation
Time: 09:00:55.097812| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:00:55.118430| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:00:55.201151| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:00:55.219482| SENSOR   | Servo voile value received: 150.0
Time: 09:00:55.304218| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:00:55.320254| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:00:55.405490| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:00:55.421217| SENSOR   | Servo safran value received: 103.0
Time: 09:00:56.117824| DEBUG    | func: 9| mode: 1| size: 12| data: update (95s)
Time: 09:00:56.126610| LOG      | [INFO]: received: update (95s)
Time: 09:00:56.220418| DEBUG    | func: 6| mode: 1| size: 4| data: 301.4
Time: 09:00:56.227563| SENSOR   | Yaw value received: 301.4
Time: 09:00:56.229589| SYSTEM   | Changed compass orientation
Time: 09:00:56.322221| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:00:56.330540| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:00:56.425094| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:00:56.430919| SENSOR   | Servo safran value received: 200.0
Time: 09:00:56.528271| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:00:56.531088| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:00:56.631016| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:00:56.632013| SENSOR   | Servo voile value received: 113.0
Time: 09:00:57.038110| DEBUG    | func: 9| mode: 1| size: 12| data: update (96s)
Time: 09:00:57.134539| LOG      | [INFO]: received: update (96s)
Time: 09:00:57.142555| DEBUG    | func: 6| mode: 1| size: 4| data: 301.3
Time: 09:00:57.234946| SENSOR   | Yaw value received: 301.3
Time: 09:00:57.237943| SYSTEM   | Changed compass orientation
Time: 09:00:57.245752| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:00:57.338268| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:00:57.348637| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:00:57.439551| SENSOR   | Servo voile value received: 150.0
Time: 09:00:57.451859| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:00:57.540129| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:00:57.554113| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:00:57.641189| SENSOR   | Servo safran value received: 103.0
Time: 09:00:58.165131| DEBUG    | func: 9| mode: 1| size: 12| data: update (97s)
Time: 09:00:58.245376| LOG      | [INFO]: received: update (97s)
Time: 09:00:58.267466| DEBUG    | func: 6| mode: 1| size: 4| data: 301.9
Time: 09:00:58.346419| SENSOR   | Yaw value received: 301.9
Time: 09:00:58.348416| SYSTEM   | Changed compass orientation
Time: 09:00:58.370787| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:00:58.449993| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:00:58.473525| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:00:58.550985| SENSOR   | Servo safran value received: 200.0
Time: 09:00:58.576889| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:00:58.651754| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:00:58.678101| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:00:58.752822| SENSOR   | Servo voile value received: 113.0
Time: 09:00:59.287540| DEBUG    | func: 9| mode: 1| size: 12| data: update (98s)
Time: 09:00:59.357501| LOG      | [INFO]: received: update (98s)
Time: 09:00:59.391616| DEBUG    | func: 6| mode: 1| size: 4| data: 301.8
Time: 09:00:59.458570| SENSOR   | Yaw value received: 301.8
Time: 09:00:59.460594| SYSTEM   | Changed compass orientation
Time: 09:00:59.494273| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:00:59.561664| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:00:59.597758| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:00:59.662739| SENSOR   | Servo voile value received: 150.0
Time: 09:00:59.700204| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:00:59.763517| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:00:59.803777| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:00:59.864606| SENSOR   | Servo safran value received: 103.0
Time: 09:01:00.412694| DEBUG    | func: 9| mode: 1| size: 12| data: update (99s)
Time: 09:01:00.469032| LOG      | [INFO]: received: update (99s)
Time: 09:01:00.515595| DEBUG    | func: 6| mode: 1| size: 4| data: 301.8
Time: 09:01:00.570041| SENSOR   | Yaw value received: 301.8
Time: 09:01:00.572067| SYSTEM   | Changed compass orientation
Time: 09:01:00.618272| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:00.673490| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:00.719520| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:00.774471| SENSOR   | Servo safran value received: 200.0
Time: 09:01:00.823218| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:00.875275| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:00.926262| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:00.976315| SENSOR   | Servo voile value received: 113.0
Time: 09:01:01.536251| DEBUG    | func: 9| mode: 1| size: 13| data: update (100s)
Time: 09:01:01.579714| LOG      | [INFO]: received: update (100s)
Time: 09:01:01.639255| DEBUG    | func: 6| mode: 1| size: 4| data: 301.8
Time: 09:01:01.681332| SENSOR   | Yaw value received: 301.8
Time: 09:01:01.683950| SYSTEM   | Changed compass orientation
Time: 09:01:01.742019| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:01:01.784433| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:01:01.844320| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:01:01.885455| SENSOR   | Servo voile value received: 150.0
Time: 09:01:01.947384| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:01:01.986195| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:01:02.050655| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:01:02.087944| SENSOR   | Servo safran value received: 103.0
Time: 09:01:02.660356| DEBUG    | func: 9| mode: 1| size: 13| data: update (101s)
Time: 09:01:02.692396| LOG      | [INFO]: received: update (101s)
Time: 09:01:02.763568| DEBUG    | func: 6| mode: 1| size: 4| data: 301.8
Time: 09:01:02.793497| SENSOR   | Yaw value received: 301.8
Time: 09:01:02.795522| SYSTEM   | Changed compass orientation
Time: 09:01:02.866028| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:02.896621| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:02.969360| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:02.997683| SENSOR   | Servo safran value received: 200.0
Time: 09:01:03.071600| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:03.098477| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:03.175118| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:03.199514| SENSOR   | Servo voile value received: 113.0
Time: 09:01:03.684027| DEBUG    | func: 9| mode: 1| size: 13| data: update (103s)
Time: 09:01:03.704450| LOG      | [INFO]: received: update (103s)
Time: 09:01:03.786309| DEBUG    | func: 6| mode: 1| size: 4| data: 301.8
Time: 09:01:03.806028| SENSOR   | Yaw value received: 301.8
Time: 09:01:03.807733| SYSTEM   | Changed compass orientation
Time: 09:01:03.891037| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:01:03.909229| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:01:03.994248| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:01:04.010280| SENSOR   | Servo voile value received: 150.0
Time: 09:01:04.097436| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:01:04.111075| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:01:04.200692| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:01:04.211746| SENSOR   | Servo safran value received: 103.0
Time: 09:01:04.811501| DEBUG    | func: 9| mode: 1| size: 13| data: update (104s)
Time: 09:01:04.816104| LOG      | [INFO]: received: update (104s)
Time: 09:01:04.914852| DEBUG    | func: 6| mode: 1| size: 4| data: 300.7
Time: 09:01:04.917178| SENSOR   | Yaw value received: 300.7
Time: 09:01:04.919023| SYSTEM   | Changed compass orientation
Time: 09:01:05.017722| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:05.020077| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:05.119654| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:05.121656| SENSOR   | Servo safran value received: 200.0
Time: 09:01:05.223008| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:05.322776| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:05.323380| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:05.423747| SENSOR   | Servo voile value received: 113.0
Time: 09:01:05.934018| DEBUG    | func: 9| mode: 1| size: 13| data: update (105s)
Time: 09:01:06.027484| LOG      | [INFO]: received: update (105s)
Time: 09:01:06.036408| DEBUG    | func: 6| mode: 1| size: 4| data: 297.6
Time: 09:01:06.128541| SENSOR   | Yaw value received: 297.6
Time: 09:01:06.130566| SYSTEM   | Changed compass orientation
Time: 09:01:06.139304| DEBUG    | func: 9| mode: 1| size: 34| data: Val pwm voile: 150, val angle: 90\n
Time: 09:01:06.231879| LOG      | [INFO]: received: Val pwm voile: 150, val angle: 90\n
Time: 09:01:06.242556| DEBUG    | func: 8| mode: 1| size: 4| data: 150.0
Time: 09:01:06.332919| SENSOR   | Servo voile value received: 150.0
Time: 09:01:06.345428| DEBUG    | func: 9| mode: 1| size: 35| data: Val pwm safran: 103, val angle: 30\n
Time: 09:01:06.433687| LOG      | [INFO]: received: Val pwm safran: 103, val angle: 30\n
Time: 09:01:06.448259| DEBUG    | func: 7| mode: 1| size: 4| data: 103.0
Time: 09:01:06.534174| SENSOR   | Servo safran value received: 103.0
Time: 09:01:07.058481| DEBUG    | func: 9| mode: 1| size: 13| data: update (106s)
Time: 09:01:07.137457| LOG      | [INFO]: received: update (106s)
Time: 09:01:07.160971| DEBUG    | func: 6| mode: 1| size: 4| data: 297.2
Time: 09:01:07.238226| SENSOR   | Yaw value received: 297.2
Time: 09:01:07.240253| SYSTEM   | Changed compass orientation
Time: 09:01:07.264173| DEBUG    | func: 9| mode: 1| size: 36| data: Val pwm safran: 200, val angle: -30\n
Time: 09:01:07.341235| LOG      | [INFO]: received: Val pwm safran: 200, val angle: -30\n
Time: 09:01:07.366040| DEBUG    | func: 7| mode: 1| size: 4| data: 200.0
Time: 09:01:07.442281| SENSOR   | Servo safran value received: 200.0
Time: 09:01:07.469096| DEBUG    | func: 9| mode: 1| size: 33| data: Val pwm voile: 113, val angle: 0\n
Time: 09:01:07.543136| LOG      | [INFO]: received: Val pwm voile: 113, val angle: 0\n
Time: 09:01:07.570946| DEBUG    | func: 8| mode: 1| size: 4| data: 113.0
Time: 09:01:07.644216| SENSOR   | Servo voile value received: 113.0
Time: 09:01:08.181964| DEBUG    | func: 9| mode: 1| size: 13| data: update (107s)
